:earn <- tli div vs ay ct (3.62607, 100)
:earn <- tli div vs ay pril euter (2.55391, 100)
:earn <- tli div vs ay pril (2.55391, 100)
:earn <- tli div vs ay euter (3.63812, 100)
:earn <- tli div vs ay (3.63812, 100)
:earn <- tli div vs ct pril euter (2.80689, 100)
:earn <- tli div vs ct pril (2.80689, 100)
:earn <- tli div vs ct euter (4.05975, 100)
:earn <- tli div vs ct (4.05975, 100)
:earn <- tli div vs pril euter (2.80689, 100)
:earn <- tli div vs pril (2.80689, 100)
:earn <- tli div vs euter (4.0718, 100)
:earn <- tli div vs (4.0718, 100)
:earn <- tli div ay ct pril euter (2.578, 100)
:earn <- tli div ay ct pril (2.578, 100)
:earn <- tli div ay ct euter (3.65016, 100)
:earn <- tli div ay ct (3.65016, 100)
:earn <- tli div ay pril euter (2.578, 100)
:earn <- tli div ay pril (2.578, 100)
:earn <- tli div ay euter (3.66221, 100)
:earn <- tli div ay (3.66221, 100)
:earn <- tli div ct pril euter (2.83098, 100)
:earn <- tli div ct pril (2.83098, 100)
:earn <- tli div ct euter (4.08385, 100)
:earn <- tli div ct (4.08385, 100)
:earn <- tli div pril euter (2.83098, 100)
:earn <- tli div pril (2.83098, 100)
:earn <- tli div euter (4.09589, 100)
:earn <- tli div (4.09589, 100)
:earn <- tli prior vs ay ct pril euter (2.20455, 100)
:earn <- tli prior vs ay ct pril (2.20455, 100)
:earn <- tli prior vs ay ct euter (3.10806, 100)
:earn <- tli prior vs ay ct (3.10806, 100)
:earn <- tli prior vs ay pril euter (2.20455, 100)
:earn <- tli prior vs ay pril (2.20455, 100)
:earn <- tli prior vs ay euter (3.10806, 100)
:earn <- tli prior vs ay (3.10806, 100)
:earn <- tli prior vs ct pril euter (2.44549, 100)
:earn <- tli prior vs ct pril (2.44549, 100)
:earn <- tli prior vs ct euter (3.51765, 100)
:earn <- tli prior vs ct (3.51765, 100)
:earn <- tli prior vs pril euter (2.44549, 100)
:earn <- tli prior vs pril (2.44549, 100)
:earn <- tli prior vs euter (3.51765, 100)
:earn <- tli prior vs (3.51765, 100)
:earn <- tli prior ay ct pril euter (2.20455, 100)
:earn <- tli prior ay ct pril (2.20455, 100)
:earn <- tli prior ay ct euter (3.10806, 100)
:earn <- tli prior ay ct (3.10806, 100)
:earn <- tli prior ay pril euter (2.20455, 100)
:earn <- tli prior ay pril (2.20455, 100)
:earn <- tli prior ay euter (3.10806, 100)
:earn <- tli prior ay (3.10806, 100)
:earn <- tli prior ct pril euter (2.44549, 100)
:earn <- tli prior ct pril (2.44549, 100)
:earn <- tli prior ct euter (3.51765, 100)
:earn <- tli prior ct (3.51765, 100)
:earn <- tli prior pril euter (2.44549, 100)
:earn <- tli prior pril (2.44549, 100)
:earn <- tli prior euter (3.51765, 100)
:earn <- tli prior (3.51765, 100)
:earn <- tli vs ay ct pril euter (2.66233, 100)
:earn <- tli vs ay ct pril (2.66233, 100)
:earn <- tli vs ay ct euter (3.80677, 100)
:earn <- tli vs ay ct (3.80677, 100)
:earn <- tli vs ay pril euter (2.66233, 100)
:earn <- tli vs ay pril (2.66233, 100)
:earn <- tli vs ay euter (3.81882, 100)
:earn <- tli vs ay (3.81882, 100)
:earn <- tli vs ct pril euter (2.92736, 100)
:earn <- tli vs ct pril (2.92736, 100)
:earn <- tli vs ct euter (4.2525, 100)
:earn <- tli vs ct (4.2525, 100)
:earn <- tli vs pril euter (2.92736, 100)
:earn <- tli vs pril (2.92736, 100)
:earn <- tli vs euter (4.26455, 100)
:earn <- tli vs (4.26455, 100)
:earn <- tli ay ct pril euter (2.68642, 100)
:earn <- tli ay ct pril (2.68642, 100)
:earn <- tli ay ct euter (3.83086, 100)
:earn <- tli ay ct (3.83086, 100)
:earn <- tli ay pril euter (2.68642, 100)
:earn <- tli ay pril (2.68642, 100)
:earn <- tli ay euter (3.84291, 100)
:earn <- tli ay (3.84291, 100)
:earn <- tli ct pril euter (2.95145, 100)
:earn <- tli ct pril (2.95145, 100)
:earn <- tli ct euter (4.27659, 100)
:earn <- tli ct (4.27659, 100)
:earn <- tli pril euter (2.95145, 100)
:earn <- tli pril (2.95145, 100)
:earn <- tli euter (4.28864, 100)
:earn <- tli (4.28864, 100)
:earn <- ecord div prior vs ay ct pril euter (2.33707, 100)
:earn <- ecord div prior vs ay ct pril (2.34911, 100)
:earn <- ecord div prior vs ay ct euter (3.38513, 100)
:earn <- ecord div prior vs ay ct (3.40923, 100)
:earn <- ecord div prior vs ay pril euter (2.33707, 100)
:earn <- ecord div prior vs ay pril (2.34911, 100)
:earn <- ecord div prior vs ay euter (3.39718, 100)
:earn <- ecord div prior vs ay (3.42127, 100)
:earn <- ecord div prior vs ct pril euter (2.55391, 100)
:earn <- ecord div prior vs ct pril (2.56596, 100)
:earn <- ecord div prior vs ct euter (3.67426, 100)
:earn <- ecord div prior vs ct (3.69835, 100)
:earn <- ecord div prior vs pril euter (2.55391, 100)
:earn <- ecord div prior vs pril (2.56596, 100)
:earn <- ecord div prior vs euter (3.6863, 100)
:earn <- ecord div prior vs (3.7104, 100)
:earn <- ecord div prior ay ct pril euter (2.33707, 100)
:earn <- ecord div prior ay ct pril (2.34911, 100)
:earn <- ecord div prior ay ct euter (3.38513, 100)
:earn <- ecord div prior ay ct (3.40923, 100)
:earn <- ecord div prior ay pril euter (2.33707, 100)
:earn <- ecord div prior ay pril (2.34911, 100)
:earn <- ecord div prior ay euter (3.39718, 100)
:earn <- ecord div prior ay (3.42127, 100)
:earn <- ecord div prior ct pril euter (2.55391, 100)
:earn <- ecord div prior ct pril (2.56596, 100)
:earn <- ecord div prior ct euter (3.67426, 100)
:earn <- ecord div prior ct (3.69835, 100)
:earn <- ecord div prior pril euter (2.55391, 100)
:earn <- ecord div prior pril (2.56596, 100)
:earn <- ecord div prior euter (3.6863, 100)
:earn <- ecord div prior (3.7104, 100)
:earn <- ecord div vs ay ct pril euter (2.85508, 100)
:earn <- ecord div vs ay ct pril (2.86712, 100)
:earn <- ecord div vs ay ct euter (4.13203, 100)
:earn <- ecord div vs ay ct (4.15613, 100)
:earn <- ecord div vs ay pril euter (2.85508, 100)
:earn <- ecord div vs ay pril (2.86712, 100)
:earn <- ecord div vs ay euter (4.15613, 100)
:earn <- ecord div vs ay (4.18022, 100)
:earn <- ecord div vs ct pril euter (3.08397, 100)
:earn <- ecord div vs ct pril (3.09601, 100)
:earn <- ecord div vs ct euter (4.4332, 100)
:earn <- ecord div vs ct (4.45729, 100)
:earn <- ecord div vs pril euter (3.08397, 100)
:earn <- ecord div vs pril (3.09601, 100)
:earn <- ecord div vs euter (4.45729, 100)
:earn <- ecord div vs (4.48139, 100)
:earn <- ecord div ay ct pril euter (2.87917, 100)
:earn <- ecord div ay ct pril (2.89122, 100)
:earn <- ecord div ay ct euter (4.15613, 100)
:earn <- ecord div ay ct (4.18022, 100)
:earn <- ecord div ay pril euter (2.87917, 100)
:earn <- ecord div ay pril (2.89122, 100)
:earn <- ecord div ay euter (4.18022, 100)
:earn <- ecord div ay (4.20431, 100)
:earn <- ecord div ct pril euter (3.10806, 100)
:earn <- ecord div ct pril (3.12011, 100)
:earn <- ecord div ct euter (4.45729, 100)
:earn <- ecord div ct (4.48139, 100)
:earn <- ecord div pril euter (3.10806, 100)
:earn <- ecord div pril (3.12011, 100)
:earn <- ecord div euter (4.48139, 100)
:earn <- ecord div (4.50548, 100)
:earn <- ecord prior vs ay ct pril euter (2.6021, 100)
:earn <- ecord prior vs ay ct pril (2.61414, 100)
:earn <- ecord prior vs ay ct euter (3.72244, 100)
:earn <- ecord prior vs ay ct (3.74654, 100)
:earn <- ecord prior vs ay pril euter (2.61414, 100)
:earn <- ecord prior vs ay pril (2.62619, 100)
:earn <- ecord prior vs ay euter (3.74654, 100)
:earn <- ecord prior vs ay (3.77063, 100)
:earn <- ecord prior vs ct pril euter (2.85508, 100)
:earn <- ecord prior vs ct pril (2.86712, 100)
:earn <- ecord prior vs ct euter (4.04771, 100)
:earn <- ecord prior vs ct (4.0718, 100)
:earn <- ecord prior vs pril euter (2.86712, 100)
:earn <- ecord prior vs pril (2.87917, 100)
:earn <- ecord prior vs euter (4.0718, 100)
:earn <- ecord prior vs (4.09589, 100)
:earn <- ecord prior ay ct pril euter (2.6021, 100)
:earn <- ecord prior ay ct pril (2.61414, 100)
:earn <- ecord prior ay ct euter (3.72244, 100)
:earn <- ecord prior ay ct (3.74654, 100)
:earn <- ecord prior ay pril euter (2.61414, 100)
:earn <- ecord prior ay pril (2.62619, 100)
:earn <- ecord prior ay euter (3.74654, 100)
:earn <- ecord prior ay (3.77063, 100)
:earn <- ecord prior ct pril euter (2.85508, 100)
:earn <- ecord prior ct pril (2.86712, 100)
:earn <- ecord prior ct euter (4.04771, 100)
:earn <- ecord prior ct (4.0718, 100)
:earn <- ecord prior pril euter (2.86712, 100)
:earn <- ecord prior pril (2.87917, 100)
:earn <- ecord prior euter (4.0718, 100)
:earn <- ecord prior (4.09589, 100)
:earn <- ecord vs ay ct pril euter (3.22853, 100)
:earn <- ecord vs ay ct pril (3.24057, 100)
:earn <- ecord vs ay ct euter (4.62595, 100)
:earn <- ecord vs ay ct (4.65004, 100)
:earn <- ecord vs ay pril euter (3.24057, 100)
:earn <- ecord vs ay pril (3.25262, 100)
:earn <- ecord vs ay euter (4.66209, 100)
:earn <- ecord vs ay (4.68618, 100)
:earn <- ecord vs ct pril euter (3.49355, 100)
:earn <- ecord vs ct pril (3.5056, 100)
:earn <- ecord vs ct euter (4.96326, 100)
:earn <- ecord vs ct (4.98735, 100)
:earn <- ecord vs pril euter (3.5056, 100)
:earn <- ecord vs pril (3.51765, 100)
:earn <- ecord vs euter (4.9994, 100)
:earn <- ecord vs (5.02349, 100)
:earn <- ecord ay ct pril euter (3.26467, 100)
:earn <- ecord ay ct pril (3.27671, 100)
:earn <- ecord ay ct euter (4.66209, 100)
:earn <- ecord ay ct (4.68618, 100)
:earn <- ecord ay pril euter (3.27671, 100)
:earn <- ecord ay pril (3.28876, 100)
:earn <- ecord ay euter (4.71028, 99.7442)
:earn <- ecord ay (4.73437, 99.7455)
:earn <- ecord ct pril euter (3.54174, 100)
:earn <- ecord ct pril (3.55379, 100)
:earn <- ecord ct euter (5.01144, 100)
:earn <- ecord ct (5.03554, 100)
:earn <- ecord pril euter (3.56584, 100)
:earn <- ecord pril (3.60198, 99.3311)
:earn <- ecord euter (5.10782, 99.0566)
:earn <- ecord (5.15601, 98.5981)
:earn <- div prior vs ay ct pril euter (2.44549, 100)
:earn <- div prior vs ay ct pril (2.45754, 100)
:earn <- div prior vs ay ct euter (3.5056, 100)
:earn <- div prior vs ay ct (3.5297, 100)
:earn <- div prior vs ay pril euter (2.44549, 100)
:earn <- div prior vs ay pril (2.45754, 100)
:earn <- div prior vs ay euter (3.51765, 100)
:earn <- div prior vs ay (3.54174, 100)
:earn <- div prior vs ct pril euter (2.7587, 100)
:earn <- div prior vs ct pril (2.77075, 100)
:earn <- div prior vs ct euter (4.02361, 100)
:earn <- div prior vs ct (4.04771, 100)
:earn <- div prior vs pril euter (2.7587, 100)
:earn <- div prior vs pril (2.77075, 100)
:earn <- div prior vs euter (4.03566, 100)
:earn <- div prior vs (4.0718, 100)
:earn <- div prior ay ct pril euter (2.44549, 100)
:earn <- div prior ay ct pril (2.45754, 100)
:earn <- div prior ay ct euter (3.5056, 100)
:earn <- div prior ay ct (3.5297, 100)
:earn <- div prior ay pril euter (2.44549, 100)
:earn <- div prior ay pril (2.45754, 100)
:earn <- div prior ay euter (3.51765, 100)
:earn <- div prior ay (3.54174, 100)
:earn <- div prior ct pril euter (2.7587, 100)
:earn <- div prior ct pril (2.77075, 100)
:earn <- div prior ct euter (4.02361, 100)
:earn <- div prior ct (4.04771, 100)
:earn <- div prior pril euter (2.7587, 100)
:earn <- div prior pril (2.77075, 100)
:earn <- div prior euter (4.03566, 100)
:earn <- div prior (4.0718, 100)
:earn <- div vs ay ct pril euter (2.97555, 100)
:earn <- div vs ay ct pril (2.99964, 100)
:earn <- div vs ay ct euter (4.26455, 100)
:earn <- div vs ay ct (4.32478, 100)
:earn <- div vs ay pril euter (2.97555, 100)
:earn <- div vs ay pril (3.07192, 100)
:earn <- div vs ay euter (4.28864, 100)
:earn <- div vs ay (4.44525, 100)
:earn <- div vs ct pril euter (3.33695, 100)
:earn <- div vs ct pril (3.36104, 100)
:earn <- div vs ct euter (4.90302, 100)
:earn <- div vs ct (4.9753, 100)
:earn <- div vs pril euter (3.33695, 100)
:earn <- div vs pril (3.44537, 100)
:earn <- div vs euter (4.92712, 100)
:earn <- div vs (5.30057, 100)
:earn <- div ay ct pril euter (2.99964, 100)
:earn <- div ay ct pril (3.02373, 100)
:earn <- div ay ct euter (4.28864, 100)
:earn <- div ay ct (4.34887, 100)
:earn <- div ay pril euter (2.99964, 100)
:earn <- div ay pril (3.09601, 100)
:earn <- div ay euter (4.31273, 100)
:earn <- div ay (4.46934, 100)
:earn <- div ct pril euter (3.36104, 100)
:earn <- div ct pril (3.38513, 100)
:earn <- div ct euter (4.92712, 100)
:earn <- div ct (4.9994, 100)
:earn <- div pril euter (3.36104, 100)
:earn <- div pril (3.46946, 100)
:earn <- div euter (4.95121, 100)
:earn <- div (5.32466, 100)
:earn <- discontinu oper euter (2.08409, 96.5318)
:earn <- discontinu oper (2.13227, 96.6102)
:earn <- discontinu euter (2.2166, 94.5652)
:earn <- discontinu (2.28888, 94.2105)
:earn <- payabl euter (2.0359, 88.1657)
:earn <- payabl (2.40935, 84.5)
:earn <- qtr ev vs ct mln euter (2.09613, 100)
:earn <- qtr ev vs ct mln (2.10818, 100)
:earn <- qtr ev vs ct euter (2.4214, 100)
:earn <- qtr ev vs ct (2.43344, 100)
:earn <- qtr ev vs mln euter (2.12023, 100)
:earn <- qtr ev vs mln (2.13227, 100)
:earn <- qtr ev vs euter (2.44549, 100)
:earn <- qtr ev vs (2.45754, 100)
:earn <- qtr ev ct mln euter (2.09613, 100)
:earn <- qtr ev ct mln (2.10818, 100)
:earn <- qtr ev ct euter (2.4214, 100)
:earn <- qtr ev ct (2.43344, 100)
:earn <- qtr ev mln euter (2.12023, 100)
:earn <- qtr ev mln (2.13227, 100)
:earn <- qtr ev euter (2.44549, 100)
:earn <- qtr ev (2.45754, 100)
:earn <- qtr hr et vs ct euter (2.15637, 100)
:earn <- qtr hr et vs ct (2.16841, 100)
:earn <- qtr hr et vs euter (2.24069, 100)
:earn <- qtr hr et vs (2.26479, 100)
:earn <- qtr hr et ct euter (2.15637, 100)
:earn <- qtr hr et ct (2.16841, 100)
:earn <- qtr hr et euter (2.24069, 100)
:earn <- qtr hr et (2.26479, 100)
:earn <- qtr hr vs ct euter (2.32502, 100)
:earn <- qtr hr vs ct (2.33707, 100)
:earn <- qtr hr vs euter (2.4214, 100)
:earn <- qtr hr vs (2.44549, 100)
:earn <- qtr hr ct euter (2.32502, 100)
:earn <- qtr hr ct (2.33707, 100)
:earn <- qtr hr euter (2.4214, 100)
:earn <- qtr hr (2.44549, 100)
:earn <- qtr et vs ct euter (2.2166, 100)
:earn <- qtr et vs ct (2.22865, 100)
:earn <- qtr et vs euter (2.30093, 100)
:earn <- qtr et vs (2.32502, 100)
:earn <- qtr et ct euter (2.2166, 100)
:earn <- qtr et ct (2.22865, 100)
:earn <- qtr et euter (2.30093, 100)
:earn <- qtr et (2.32502, 100)
:earn <- qtr vs loss ct (2.01181, 100)
:earn <- qtr vs loss euter (2.10818, 100)
:earn <- qtr vs loss (2.13227, 100)
:earn <- qtr vs ct mln dlr euter (2.20455, 100)
:earn <- qtr vs ct mln dlr (2.2166, 100)
:earn <- qtr vs ct mln euter (2.6021, 100)
:earn <- qtr vs ct mln (2.61414, 100)
:earn <- qtr vs ct dlr euter (2.46958, 100)
:earn <- qtr vs ct dlr (2.48163, 100)
:earn <- qtr vs ct euter (3.67426, 100)
:earn <- qtr vs ct (3.6863, 100)
:earn <- qtr vs mln dlr euter (2.34911, 100)
:earn <- qtr vs mln dlr (2.37321, 100)
:earn <- qtr vs mln euter (2.74666, 100)
:earn <- qtr vs mln (2.77075, 100)
:earn <- qtr vs dlr euter (2.61414, 100)
:earn <- qtr vs dlr (2.63824, 100)
:earn <- qtr vs euter (3.81882, 100)
:earn <- qtr vs (3.84291, 100)
:earn <- qtr loss ct (2.01181, 100)
:earn <- qtr loss euter (2.10818, 100)
:earn <- qtr loss (2.13227, 100)
:earn <- qtr ct mln dlr euter (2.22865, 100)
:earn <- qtr ct mln dlr (2.24069, 100)
:earn <- qtr ct mln euter (2.62619, 100)
:earn <- qtr ct mln (2.63824, 100)
:earn <- qtr ct dlr euter (2.49368, 100)
:earn <- qtr ct dlr (2.50572, 100)
:earn <- qtr ct euter (3.7104, 100)
:earn <- qtr ct (3.72244, 100)
:earn <- qtr mln dlr euter (2.3973, 99.4975)
:earn <- qtr mln dlr (2.4214, 99.5025)
:earn <- qtr mln euter (2.79484, 99.569)
:earn <- qtr mln (2.81894, 99.5726)
:earn <- qtr dlr euter (2.66233, 99.5475)
:earn <- qtr dlr (2.68642, 99.5516)
:earn <- qtr euter (3.87905, 99.6894)
:earn <- qtr (3.90314, 99.6914)
:earn <- ote hr vs (2.05999, 100)
:earn <- ote hr (2.12023, 100)
:earn <- ote et vs (2.20455, 100)
:earn <- ote et (2.26479, 100)
:earn <- ote vs ct euter (2.38525, 100)
:earn <- ote vs ct (2.44549, 100)
:earn <- ote vs mln euter (2.10818, 100)
:earn <- ote vs mln (2.59005, 100)
:earn <- ote vs euter (2.71052, 100)
:earn <- ote vs (3.22853, 100)
:earn <- ote ct euter (2.48163, 99.0291)
:earn <- ote ct (2.54186, 99.0521)
:earn <- ote mln euter (2.27683, 94.709)
:earn <- ote mln (2.79484, 94.8276)
:earn <- ote dlr (2.08409, 94.2197)
:earn <- ote euter (2.99964, 93.1727)
:earn <- ote (3.58993, 92.6174)
:earn <- extraordinari (2.32502, 89.6373)
:earn <- mth vg vs euter (2.01181, 100)
:earn <- mth vg vs (2.01181, 100)
:earn <- mth vg euter (2.01181, 100)
:earn <- mth vg (2.01181, 100)
:earn <- mth shr vs ct mln euter (2.33707, 100)
:earn <- mth shr vs ct mln (2.33707, 100)
:earn <- mth shr vs ct euter (2.59005, 100)
:earn <- mth shr vs ct (2.59005, 100)
:earn <- mth shr vs mln euter (2.45754, 100)
:earn <- mth shr vs mln (2.45754, 100)
:earn <- mth shr vs euter (2.71052, 100)
:earn <- mth shr vs (2.71052, 100)
:earn <- mth shr ct mln euter (2.34911, 100)
:earn <- mth shr ct mln (2.34911, 100)
:earn <- mth shr ct euter (2.6021, 100)
:earn <- mth shr ct (2.6021, 100)
:earn <- mth shr mln euter (2.46958, 100)
:earn <- mth shr mln (2.46958, 100)
:earn <- mth shr euter (2.72256, 100)
:earn <- mth shr (2.72256, 100)
:earn <- mth ine ev hr et vs ct euter (2.05999, 100)
:earn <- mth ine ev hr et vs ct (2.05999, 100)
:earn <- mth ine ev hr et vs euter (2.12023, 100)
:earn <- mth ine ev hr et vs (2.12023, 100)
:earn <- mth ine ev hr et ct euter (2.05999, 100)
:earn <- mth ine ev hr et ct (2.05999, 100)
:earn <- mth ine ev hr et euter (2.12023, 100)
:earn <- mth ine ev hr et (2.12023, 100)
